 ******* Program HYDRUS
 ******* 
 Infiltration of water into soil profile                                 
 Date:   1. 9.    Time:  12:30:57
 Units: L = cm   , T = days , M = mmol 


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
  590     58.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  591     59.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  592     59.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  593     59.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  594     59.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  595     59.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  596     59.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  597     59.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  598     59.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  599     59.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  600     59.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  601     60.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  602     60.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  603     60.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  604     60.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  605     60.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  606     60.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  607     60.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  608     60.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  609     60.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  610     60.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  611     61.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  612     61.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  613     61.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  614     61.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  615     61.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  616     61.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  617     61.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  618     61.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  619     61.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  620     61.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  621     62.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  622     62.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  623     62.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  624     62.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  625     62.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  626     62.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  627     62.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  628     62.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  629     62.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  630     62.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  631     63.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  632     63.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  633     63.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  634     63.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  635     63.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  636     63.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  637     63.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  638     63.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  639     63.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  640     63.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  641     64.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  642     64.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  643     64.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  644     64.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  645     64.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  646     64.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  647     64.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  648     64.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  649     64.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  650     64.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  651     65.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  652     65.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  653     65.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  654     65.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  655     65.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  656     65.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  657     65.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  658     65.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  659     65.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  660     65.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  661     66.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  662     66.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  663     66.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  664     66.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  665     66.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  666     66.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  667     66.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  668     66.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  669     66.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  670     66.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  671     67.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  672     67.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  673     67.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  674     67.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  675     67.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  676     67.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  677     67.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  678     67.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  679     67.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  680     67.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  681     68.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  682     68.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  683     68.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  684     68.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  685     68.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  686     68.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  687     68.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  688     68.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  689     68.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  690     68.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  691     69.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  692     69.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  693     69.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  694     69.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  695     69.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  696     69.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  697     69.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  698     69.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  699     69.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  700     69.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  701     70.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  702     70.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  703     70.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  704     70.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  705     70.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  706     70.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  707     70.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  708     70.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  709     70.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  710     70.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  711     71.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  712     71.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  713     71.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  714     71.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  715     71.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  716     71.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  717     71.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  718     71.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  719     71.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  720     71.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  721     72.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  722     72.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  723     72.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  724     72.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  725     72.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  726     72.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  727     72.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  728     72.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  729     72.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  730     72.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  731     73.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  732     73.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  733     73.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  734     73.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  735     73.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  736     73.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  737     73.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  738     73.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  739     73.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  740     73.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  741     74.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  742     74.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  743     74.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  744     74.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  745     74.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  746     74.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  747     74.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  748     74.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  749     74.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  750     74.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  751     75.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  752     75.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  753     75.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  754     75.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  755     75.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  756     75.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  757     75.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  758     75.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  759     75.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  760     75.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  761     76.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  762     76.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  763     76.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  764     76.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  765     76.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  766     76.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  767     76.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  768     76.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  769     76.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  770     76.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  771     77.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  772     77.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  773     77.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  774     77.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  775     77.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  776     77.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  777     77.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  778     77.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  779     77.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  780     77.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  781     78.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  782     78.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  783     78.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  784     78.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  785     78.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  786     78.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  787     78.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  788     78.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  789     78.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  790     78.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  791     79.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  792     79.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  793     79.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  794     79.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  795     79.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  796     79.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  797     79.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  798     79.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  799     79.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  800     79.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  801     80.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  802     80.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  803     80.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  804     80.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  805     80.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  806     80.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  807     80.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  808     80.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  809     80.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  810     80.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  811     81.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  812     81.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  813     81.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  814     81.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  815     81.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  816     81.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  817     81.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  818     81.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  819     81.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  820     81.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  821     82.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  822     82.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  823     82.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  824     82.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  825     82.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  826     82.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  827     82.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  828     82.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  829     82.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  830     82.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  831     83.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  832     83.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  833     83.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  834     83.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  835     83.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  836     83.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  837     83.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  838     83.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  839     83.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  840     83.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  841     84.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  842     84.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  843     84.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  844     84.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  845     84.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  846     84.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  847     84.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  848     84.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  849     84.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  850     84.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  851     85.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  852     85.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  853     85.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  854     85.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  855     85.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  856     85.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  857     85.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  858     85.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  859     85.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  860     85.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  861     86.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  862     86.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  863     86.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  864     86.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  865     86.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  866     86.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  867     86.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  868     86.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  869     86.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  870     86.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  871     87.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  872     87.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  873     87.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  874     87.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  875     87.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  876     87.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  877     87.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  878     87.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  879     87.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  880     87.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  881     88.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  882     88.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  883     88.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  884     88.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  885     88.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  886     88.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  887     88.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  888     88.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  889     88.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  890     88.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
